ID,ALIAS,FULL_NAME,CLUB,LEAGUE,NATIONALITY,OVERALL
200752,Juan Jesus,Juan Guilherme Nunes Jesus,Roma,Italian Serie A,Brazil,77
207920,E. Durm,Erik Durm,Borussia Dortmund,German Bundesliga,Germany,77
197681,G. Imbula,Giannelli Imbula,Toulouse FC,French Ligue 1,France,77
189234,M. Risse,Marcel Risse,1. FC Köln,German Bundesliga,Germany,77
204341,Luís Neto,Luís Carlos Novo Neto,Fenerbahçe SK,Turkish Süper Lig,Portugal,77
176949,B. Ruíz,Bryan Ruíz,Sporting CP,Portuguese Primeira Liga,Costa Rica,77
198198,Jordi Amat,Jordi Amat Maas,Real Betis Balompié,Spanish Primera División,Spain,77
205878,S. Kapino,Stefanos Kapino,Olympiakos CFP,Greek Super League,Greece,77
175671,J. Ďurica,Ján Ďurica,Trabzonspor,Turkish Süper Lig,Slovakia,77
198200,B. Stambouli,Benjamin Stambouli,FC Schalke 04,German Bundesliga,France,77
214584,F. Armani,Franco Armani,Atletico Nacional Medellin,Colombian Primera A,Argentina,77
179768,C. Kaboré,Charles Kaboré,FC Krasnodar,Russian Premier League,Burkina Faso,77
181816,A. Rukavina,Antonio Rukavina,Villarreal CF,Spanish Primera División,Serbia,77
225850,P. Kimpembe,Presnel Kimpembe,Paris Saint-Germain,French Ligue 1,France,77
198715,Sergio León,Sergio León Limones,Real Betis Balompié,Spanish Primera División,Spain,77
213051,M. Elneny,Mohamed Elneny,Arsenal,English Premier League,Egypt,77
214332,D. Torres,Daniel Torres,Deportivo Alavés,Spanish Primera División,Colombia,77
194365,S. Okazaki,Shinji Okazaki,Leicester City,English Premier League,Japan,77
150590,C. Jallet,Christophe Jallet,OGC Nice,French Ligue 1,France,77
190014,Y. Salibur,Yannis Salibur,En Avant de Guingamp,French Ligue 1,France,77
198719,N. Redmond,Nathan Redmond,Southampton,English Premier League,England,77
157503,A. Song,Alexandre Song,Rubin Kazan,Russian Premier League,Cameroon,77
172610,Castán,Leandro Castán da Silva,Roma,Italian Serie A,Brazil,77
148803,K. Huntelaar,Klaas-Jan Huntelaar,Ajax,Holland Eredivisie,Netherlands,77
200260,S. Berghuis,Steven Berghuis,Feyenoord,Holland Eredivisie,Netherlands,77
189508,Víctor Vázquez,Víctor Vázquez Solsona,Toronto FC,USA Major League Soccer,Spain,77
204614,Mário Rui,Mário Rui Silva Duarte,Napoli,Italian Serie A,Portugal,77
193862,André Pinto,André Almeida Pinto,Sporting CP,Portuguese Primeira Liga,Portugal,77
179527,L. Rémy,Loïc Rémy,UD Las Palmas,Spanish Primera División,France,77
221000,Badou Ndiaye,Papa Alioune Ndiaye,Galatasaray SK,Turkish Süper Lig,Senegal,77
186953,O. Kıvrak,Onur Kıvrak,Trabzonspor,Turkish Süper Lig,Turkey,77
192073,A. Bertolacci,Andrea Bertolacci,Genoa,Italian Serie A,Italy,77
154954,A. Belenov,Alexandr Belenov,FC Ufa,Russian Premier League,Russia,77
220746,A. Živković,Andrija Živković,SL Benfica,Portuguese Primeira Liga,Serbia,77
212811,M. Lemina,Mario Lemina,Southampton,English Premier League,Gabon,77
114764,Iraizoz,Gorka Iraizoz Moreno,Girona CF,Spanish Primera División,Spain,77
179789,D. Da Silva,Damien Da Silva,SM Caen,French Ligue 1,France,77
115533,D. Benaglio,Diego Benaglio,AS Monaco,French Ligue 1,Switzerland,77
191053,T. Rincón,Tomás Rincón,Torino,Italian Serie A,Venezuela,77
191565,Y. Ōsako,Yūya Ōsako,1. FC Köln,German Bundesliga,Japan,77
192333,L. Sané,Lamine Sané,SV Werder Bremen,German Bundesliga,Senegal,77
193869,Gil,Carlos Gilberto do Nascimento Silva,,,Brazil,77
185422,J. King,Joshua King,Bournemouth,English Premier League,Norway,77
216655,Bastos,Bartolomeu Quissanga,Lazio,Italian Serie A,Angola,77
210513,J. Quintero,Juan Fernando Quintero,Independiente Medellín,Colombian Primera A,Colombia,77
121170,A. Meier,Alexander Meier,Eintracht Frankfurt,German Bundesliga,Germany,77
190034,T. Kolodziejczak,Timothée Kolodziejczak,Tigres U.A.N.L.,Mexican Liga MX,France,77
7763,A. Pirlo,Andrea Pirlo,New York City Football Club,USA Major League Soccer,Italy,77
219732,G. Nkoudou,Georges-Kévin Nkoudou,Tottenham Hotspur,English Premier League,France,77
194644,Montoya,Martín Montoya Torralbo,Valencia CF,Spanish Primera División,Spain,77
160087,L. Dalsaro,Lucas Dalsaro,Colo-Colo,Chilean Primera División,Chile,77
31831,K. Källström,Kim Källström,Djurgårdens IF,Swedish Allsvenskan,Sweden,77
204120,T. Vaclík,Tomáš Vaclík,FC Basel,Swiss Super League,Czech Republic,77
216409,M. Politano,Matteo Politano,Sassuolo,Italian Serie A,Italy,77
153177,M. Zárate,Mauro Zárate,Watford,English Premier League,Argentina,77
158810,G. İnler,Gökhan İnler,İstanbul Başakşehir FK,Turkish Süper Lig,Switzerland,77
183130,M. Albrighton,Marc Albrighton,Leicester City,English Premier League,England,77
194138,A. Gray,Andre Gray,Watford,English Premier League,England,77
207707,Marçal,Fernando Marçal de Oliveira,Olympique Lyonnais,French Ligue 1,Brazil,77
199005,M. Ryan,Mathew Ryan,Brighton & Hove Albion,English Premier League,Australia,77
5213,A. Gamberini,Alessandro Gamberini,Chievo Verona,Italian Serie A,Italy,77
185181,Yoel,Yoel Rodríguez Oterino,SD Eibar,Spanish Primera División,Spain,77
216158,S. Widmer,Silvan Widmer,Udinese,Italian Serie A,Switzerland,77
192350,J. Aquino,Javier Aquino,Tigres U.A.N.L.,Mexican Liga MX,Mexico,77
205408,S. Gentiletti,Santiago Gentiletti,Genoa,Italian Serie A,Argentina,77
182882,C. Sánchez,Carlos Sánchez,Fiorentina,Italian Serie A,Colombia,77
202851,G. Defrel,Gregoire Defrel,Roma,Italian Serie A,France,77
170597,T. Krul,Tim Krul,Brighton & Hove Albion,English Premier League,Netherlands,77
142950,R. Martínez,Román Martínez,Club Atlético Lanús,Argentinian Superliga,Argentina,77
202087,J. Geis,Johannes Geis,Sevilla FC,Spanish Primera División,Germany,77
148839,P. Verhaegh,Paul Verhaegh,VfL Wolfsburg,German Bundesliga,Netherlands,77
165735,B. Jones,Brad Jones,Feyenoord,Holland Eredivisie,Australia,77
182888,H. Nordtveit,Håvard Nordtveit,TSG 1899 Hoffenheim,German Bundesliga,Norway,77
210537,R. Steffen,Renato Steffen,FC Basel,Swiss Super League,Switzerland,77
219754,Bruno Varela,Bruno Miguel Semedo Varela,SL Benfica,Portuguese Primeira Liga,Portugal,77
181098,M. Hasebe,Makoto Hasebe,Eintracht Frankfurt,German Bundesliga,Japan,77
228717,Y. Mutō,Yoshinori Mutō,1. FSV Mainz 05,German Bundesliga,Japan,77
210287,J. Córdoba,Jhon Córdoba,1. FC Köln,German Bundesliga,Colombia,77
172143,L. Schøne,Lasse Schøne,Ajax,Holland Eredivisie,Denmark,77
182896,R. Rosales,Roberto Rosales,Málaga CF,Spanish Primera División,Venezuela,77
201073,N. De Préville,Nicolas De Préville,Girondins de Bordeaux,French Ligue 1,France,77
226161,Marcos Llorente,Marcos Llorente Moreno,Real Madrid CF,Spanish Primera División,Spain,77
214132,Y. Chará,Yimmi Chará,CPD Junior Barranquilla,Colombian Primera A,Colombia,77
216692,S. Torrico,Sebastián Torrico,San Lorenzo de Almagro,Argentinian Superliga,Argentina,77
216437,Wallace,Wallace Fortuna Santos,Lazio,Italian Serie A,Brazil,77
157301,R. Babel,Ryan Babel,Beşiktaş JK,Turkish Süper Lig,Netherlands,77
198006,J. Toornstra,Jens Toornstra,Feyenoord,Holland Eredivisie,Netherlands,77
200054,Pedro Obiang,Pedro Mba Obiang Avomo,West Ham United,English Premier League,Spain,77
105846,A. Boruc,Artur Boruc,Bournemouth,English Premier League,Poland,77
205943,V. Chiricheş,Vlad Chiricheş,Napoli,Italian Serie A,Romania,77
188536,S. Hanni,Sofiane Hanni,RSC Anderlecht,Belgian First Division A,Algeria,77
164985,C. Théréau,Cyril Théréau,Fiorentina,Italian Serie A,France,77
213114,D. Rolán,Diego Rolán,Málaga CF,Spanish Primera División,Uruguay,77
219258,Pedro Henrique,Pedro Henrique Pereira da Silva,Vitória Guimarães,Portuguese Primeira Liga,Brazil,77
225402,Bruno Gaspar,Bruno Miguel Boialvo Gaspar,Fiorentina,Italian Serie A,Portugal,77
200315,Cristian Tello,Cristian Tello Herrera,Real Betis Balompié,Spanish Primera División,Spain,77
230524,Formosandrinho,Estevão Daniel Formoso Serpa,São Paulo Futebol Clube,Campeonato Brasileiro Série A,Brazil,77
205693,S. Haller,Sébastien Haller,Eintracht Frankfurt,German Bundesliga,France,77
230269,Claudio Coíntra,Claudio Nuno Coíntra Calegari,Grêmio Foot-Ball Porto Alegrense,Campeonato Brasileiro Série A,Brazil,77
201342,F. Sørensen,Frederik Sørensen,1. FC Köln,German Bundesliga,Denmark,77
16254,T. Howard,Tim Howard,Colorado Rapids,USA Major League Soccer,United States,77
53630,J. Van Damme,Jelle Van Damme,Royal Antwerp FC,Belgian First Division A,Belgium,77
140415,L. Britton,Leon Britton,Swansea City,English Premier League,England,77
165247,I. Khune,Itumeleng Khune,Kaizer Chiefs,South African PSL,South Africa,77
212096,V. Grifo,Vincenzo Grifo,Borussia Mönchengladbach,German Bundesliga,Italy,77
195202,T. Cairney,Tom Cairney,Fulham,English Championship,Scotland,77
217731,Sandro,Sandro Ramírez Castillo,Everton,English Premier League,Spain,77
183427,F. Delph,Fabian Delph,Manchester City,English Premier League,England,77
208004,J. Veltman,Joël Veltman,Ajax,Holland Eredivisie,Netherlands,77
189060,A. Dragović,Aleksandar Dragović,Leicester City,English Premier League,Austria,77
193158,D. Pröpper,Davy Pröpper,Brighton & Hove Albion,English Premier League,Netherlands,77
204935,J. Pickford,Jordan Pickford,Everton,English Premier League,England,77
180359,Luisinho,Luis Carlos Correia Pinto,RC Deportivo de La Coruña,Spanish Primera División,Portugal,77
208008,Vitinho,Victor Vinícius Coelho dos Santos,CSKA Moscow,Russian Premier League,Brazil,77
205705,Z. Feddal,Zouhair Feddal,Real Betis Balompié,Spanish Primera División,Morocco,77
225161,Vallejo,Jesús Vallejo Lázaro,Real Madrid CF,Spanish Primera División,Spain,77
188041,Rafael Carioca,Rafael de Souza Pereira,Tigres U.A.N.L.,Mexican Liga MX,Brazil,77
146059,David García,David García Santana,UD Las Palmas,Spanish Primera División,Spain,77
172684,Javi Varas,Javier Varas Herrera,Granada CF,Spanish Segunda División,Spain,77
184716,J. Allen,Joe Allen,Stoke City,English Premier League,Wales,77
205966,A. Younes,Amin Younes,Ajax,Holland Eredivisie,Germany,77
220814,L. Hernández,Lucas Hernández,Atlético Madrid,Spanish Primera División,France,77
194958,A. Mooy,Aaron Mooy,Huddersfield Town,English Premier League,Australia,77
199823,Campaña,José Gómez Campaña,Levante UD,Spanish Primera División,Spain,77
177553,Vieirinha,Adelino André Vieira de Freitas,PAOK Thessaloniki,Greek Super League,Portugal,77
7826,R. van Persie,Robin van Persie,Fenerbahçe SK,Turkish Süper Lig,Netherlands,77
216466,Wendell,Wendell Nascimento Borges,Bayer 04 Leverkusen,German Bundesliga,Brazil,77
161938,M. Boselli,Mauro Boselli,Club León,Mexican Liga MX,Argentina,77
215699,Y. Sabaly,Youssouf Sabaly,Girondins de Bordeaux,French Ligue 1,France,77
2196,R. Weidenfeller,Roman Weidenfeller,Borussia Dortmund,German Bundesliga,Germany,77
210324,J. Hofmann,Jonas Hofmann,Borussia Mönchengladbach,German Bundesliga,Germany,77
184469,H. Arter,Harry Arter,Bournemouth,English Premier League,Republic of Ireland,77
229270,M. Lemos,Mauricio Lemos,UD Las Palmas,Spanish Primera División,Uruguay,77
230294,Louri Beretta,Lourival Adnan Beretta Barbosa,Fluminense Football Club,Campeonato Brasileiro Série A,Brazil,77
175254,F. Caicedo,Felipe Caicedo,Lazio,Italian Serie A,Ecuador,77
202135,S. Sturaro,Stefano Sturaro,Juventus,Italian Serie A,Italy,77
226456,Pablo Fornals,Pablo Fornals Malla,Villarreal CF,Spanish Primera División,Spain,77
199577,Sergi Gómez,Sergi Gómez Solà,RC Celta de Vigo,Spanish Primera División,Spain,77
194201,P. Jansson,Pontus Jansson,Leeds United,English Championship,Sweden,77
148123,A. Berezutskiy,Alexey Berezutskiy,CSKA Moscow,Russian Premier League,Russia,77
228251,L. Pellegrini,Lorenzo Pellegrini,Roma,Italian Serie A,Italy,77
169115,A. Masiello,Andrea Masiello,Atalanta,Italian Serie A,Italy,77
189595,M. Ekici,Mehmet Ekici,Fenerbahçe SK,Turkish Süper Lig,Turkey,77
192667,A. Nyom,Allan Nyom,West Bromwich Albion,English Premier League,Cameroon,77
112542,S. Ignashevich,Sergey Ignashevich,CSKA Moscow,Russian Premier League,Russia,77
183966,F. Roncaglia,Facundo Roncaglia,RC Celta de Vigo,Spanish Primera División,Argentina,77
160161,P. Hidalgado,Patricio Hidalgado,Colo-Colo,Chilean Primera División,Chile,77
177569,J. De Guzmán,Jonathan De Guzmán,Eintracht Frankfurt,German Bundesliga,Netherlands,77
182945,M. Gradel,Max Gradel,Toulouse FC,French Ligue 1,Ivory Coast,77
158626,M. Debuchy,Mathieu Debuchy,Arsenal,English Premier League,France,77
159906,C. Candero,Cristofer Candero,Universidad de Chile,Chilean Primera División,Chile,77
183714,S. Terodde,Simon Terodde,VfB Stuttgart,German Bundesliga,Germany,77
13732,J. Terry,John Terry,Aston Villa,English Championship,England,77
201893,Recio,José Luis Garcia del Pozo,Málaga CF,Spanish Primera División,Spain,77
162981,J. Morrison,James Morrison,West Bromwich Albion,English Premier League,Scotland,77
213160,R. Zobnin,Roman Zobnin,Spartak Moscow,Russian Premier League,Russia,77
171688,Fábio Coentrão,Fábio Alexandre Silva Coentrão,Sporting CP,Portuguese Primeira Liga,Portugal,77
204713,J. Campbell,Joel Campbell,Real Betis Balompié,Spanish Primera División,Costa Rica,77
186537,C. Stuani,Cristhian Stuani,Girona CF,Spanish Primera División,Uruguay,77
159914,A. Veznera,Abraham Veznera,Colo-Colo,Chilean Primera División,Chile,77
205995,J. Willems,Jetro Willems,Eintracht Frankfurt,German Bundesliga,Netherlands,77
152747,A. Lennon,Aaron Lennon,Everton,English Premier League,England,77
159915,T. Lagardo,Tomas Lagardo,Universidad de Chile,Chilean Primera División,Chile,77
172203,F. Forster,Fraser Forster,Southampton,English Premier League,England,77
178091,S. Okaka,Stefano Okaka,Watford,English Premier League,Italy,77
210862,Ricardo Ferreira,Ricardo José Araújo Ferreira,SC Braga,Portuguese Primeira Liga,Portugal,77
136113,W. Morgan,Wes Morgan,Leicester City,English Premier League,Jamaica,77
207537,J. Lukaku,Jordan Lukaku,Lazio,Italian Serie A,Belgium,77
163761,C. Davies,Curtis Davies,Derby County,English Championship,England,77
186801,C. Kouyaté,Cheikhou Kouyaté,West Ham United,English Premier League,Senegal,77
193714,N. Pejčinović,Nemanja Pejčinović,Lokomotiv Moscow,Russian Premier League,Serbia,77
184501,M. Lang,Michael Lang,FC Basel,Swiss Super League,Switzerland,77
202935,Álvaro,Álvaro González Soberón,Villarreal CF,Spanish Primera División,Spain,77
153275,J. Leca,Jean-Louis Leca,AC Ajaccio,French Ligue 2,France,77
198076,A. Abdennour,Aymen Abdennour,Olympique de Marseille,French Ligue 1,Tunisia,77
164029,Charles,Charles Dias De Oliveira,SD Eibar,Spanish Primera División,Brazil,77
196801,Mexer,Edson Andre Sitoe,Stade Rennais FC,French Ligue 1,Mozambique,77
149185,F. Magnanelli,Francesco Magnanelli,Sassuolo,Italian Serie A,Italy,77
201922,M. Hinteregger,Martin Hinteregger,FC Augsburg,German Bundesliga,Austria,77
213955,S. Azmoun,Sardar Azmoun,Rubin Kazan,Russian Premier League,Iran,77
221125,S. Driussi,Sebastián Driussi,Zenit St. Petersburg,Russian Premier League,Argentina,77
205510,C. Sánchez,Carlos Sánchez,Monterrey,Mexican Liga MX,Uruguay,77
216774,W. Hoedt,Wesley Hoedt,Southampton,English Premier League,Netherlands,77
221639,Mariano,Mariano Díaz Mejía,Olympique Lyonnais,French Ligue 1,Dominican Republic,77
172233,P. Hetemaj,Perparim Hetemaj,Chievo Verona,Italian Serie A,Finland,77
208330,A. Januzaj,Adnan Januzaj,Real Sociedad,Spanish Primera División,Belgium,77
216266,K. Tete,Kenny Tete,Olympique Lyonnais,French Ligue 1,Netherlands,77
224458,Diogo Jota,Diogo José Teixeira da Silva,Wolverhampton Wanderers,English Championship,Portugal,77
192202,Bruno César,Bruno César Zanaki,Sporting CP,Portuguese Primeira Liga,Brazil,77
233419,Raphinha,Raphael Dias Belloli,Vitória Guimarães,Portuguese Primeira Liga,Brazil,77
187084,M. Diouf,Mame Diouf,Stoke City,English Premier League,Senegal,77
188876,M. Valdifiori,Mirko Valdifiori,Torino,Italian Serie A,Italy,77
187598,Rafael Tolói,Rafael Tolói,Atalanta,Italian Serie A,Brazil,77
189390,B. Oczipka,Bastian Oczipka,FC Schalke 04,German Bundesliga,Germany,77
184271,Y. Sankharé,Younousse Sankharé,Girondins de Bordeaux,French Ligue 1,Senegal,77
198352,S. Bell,Stefan Bell,1. FSV Mainz 05,German Bundesliga,Germany,77
227536,M. Marega,Moussa Marega,FC Porto,Portuguese Primeira Liga,Mali,77
190674,B. André,Benjamin André,Stade Rennais FC,French Ligue 1,France,77
209620,A. Baba,Abdul Rahman Baba,Chelsea,English Premier League,Ghana,77
212692,Rony Lopes,Marcos Paulo Mesquita Lopes,AS Monaco,French Ligue 1,Portugal,77
151508,S. Davis,Steven Davis,Southampton,English Premier League,Northern Ireland,77
230613,A. Diawara,Amadou Diawara,Napoli,Italian Serie A,Guinea,77
230360,Everticinho,Everton Jorge Simão Resende,Sociedade Esportiva Palmeiras,Campeonato Brasileiro Série A,Brazil,77
183256,H. Saivet,Henri Saivet,Newcastle United,English Premier League,Senegal,77
183512,Yuri,Yuri Berchiche Izeta,Paris Saint-Germain,French Ligue 1,Spain,77
202201,J. Gouweleeuw,Jeffrey Gouweleeuw,FC Augsburg,German Bundesliga,Netherlands,77
203485,T. Kongolo,Terence Kongolo,AS Monaco,French Ligue 1,Netherlands,77
186589,I. Radovanović,Ivan Radovanović,Chievo Verona,Italian Serie A,Serbia,77
163806,Sergio,Sergio Álvarez Conde,RC Celta de Vigo,Spanish Primera División,Spain,77
183518,Rui Fonte,Rui Pedro da Rocha Fonte,Fulham,English Championship,Portugal,77
182495,M. Cáceres,Martín Cáceres,Hellas Verona,Italian Serie A,Uruguay,77
198113,M. Höger,Marco Höger,1. FC Köln,German Bundesliga,Germany,77
157665,S. Dann,Scott Dann,Crystal Palace,English Premier League,England,77
189410,D. Latza,Danny Latza,1. FSV Mainz 05,German Bundesliga,Germany,77
204259,S. Arias,Santiago Arias,PSV,Holland Eredivisie,Colombia,77
226790,O. Ndidi,Onyinye Ndidi,Leicester City,English Premier League,Nigeria,77
173030,O. Trejo,Óscar Trejo,Rayo Vallecano,Spanish Segunda División,Argentina,77
226537,V. Janssen,Vincent Janssen,Fenerbahçe SK,Turkish Süper Lig,Netherlands,77
152554,G. Clichy,Gaël Clichy,İstanbul Başakşehir FK,Turkish Süper Lig,France,77
159978,C. Ruvios,Cisterna Ruvios,Colo-Colo,Chilean Primera División,Chile,77
210411,Otávio,Otávio Edmilson da Silva Monteiro,FC Porto,Portuguese Primeira Liga,Brazil,77
189165,J. Shelvey,Jonjo Shelvey,Newcastle United,English Premier League,England,77
178415,R. Vormer,Ruud Vormer,Club Brugge KV,Belgian First Division A,Netherlands,77
186351,L. Fer,Leroy Fer,Swansea City,English Premier League,Netherlands,77
172018,J. Maidana,Jonatan Maidana,River Plate,Argentinian Superliga,Argentina,77
199667,R. Funes Mori,Ramiro Funes Mori,Everton,English Premier League,Argentina,77
193011,S. Cook,Steve Cook,Bournemouth,English Premier League,England,77
183284,A. Chedjou,Aurélien Chedjou,İstanbul Başakşehir FK,Turkish Süper Lig,Cameroon,77
199158,Sergio Álvarez,Sergio Álvarez Díaz,Real Sporting de Gijón,Spanish Segunda División,Spain,77
188154,L. Holtby,Lewis Holtby,Hamburger SV,German Bundesliga,Germany,77
188155,D. Janmaat,Daryl Janmaat,Watford,English Premier League,Netherlands,77
190971,O. Alonso,Osvaldo Alonso,Seattle Sounders FC,USA Major League Soccer,Cuba,77
168444,Ari,Ariclenes Da Silva Ferreira,Lokomotiv Moscow,Russian Premier League,Brazil,77
234236,P. Schick,Patrik Schick,Roma,Italian Serie A,Czech Republic,77
220925,A. Schöpf,Alessandro Schöpf,FC Schalke 04,German Bundesliga,Austria,77
199422,J. Clasie,Jordy Clasie,Club Brugge KV,Belgian First Division A,Netherlands,77
160766,J. Ménez,Jérémy Ménez,Antalyaspor,Turkish Süper Lig,France,77
169214,S. Sinclair,Scott Sinclair,Celtic,Scottish Premiership,England,77
201215,L. Krejčí,Ladislav Krejčí,Bologna,Italian Serie A,Czech Republic,77
203263,H. Maguire,Harry Maguire,Leicester City,English Premier League,England,77
219391,G. Escalante,Gonzalo Escalante,SD Eibar,Spanish Primera División,Argentina,77
184575,R. Alessandrini,Romain Alessandrini,LA Galaxy,USA Major League Soccer,France,77
169216,S. Long,Shane Long,Southampton,English Premier League,Republic of Ireland,76
204289,S. Berahino,Saido Berahino,Stoke City,English Premier League,England,76
161793,Agirretxe,Imanol Agirretxe Arruti,Real Sociedad,Spanish Primera División,Spain,76
177666,M. Harnik,Martin Harnik,Hannover 96,German Bundesliga,Austria,76
177922,K. Grosicki,Kamil Grosicki,Hull City,English Championship,Poland,76
229636,G. Pereiro,Gastón Pereiro,PSV,Holland Eredivisie,Uruguay,76
236295,Aarón Martín,Aarón Martín Caricol,RCD Espanyol,Spanish Primera División,Spain,76
160009,G. Morenda,Gino Morenda,Colo-Colo,Chilean Primera División,Chile,76
176137,J. Vossen,Jelle Vossen,Club Brugge KV,Belgian First Division A,Belgium,76
139274,B. Cesar,Boštjan Cesar,Chievo Verona,Italian Serie A,Slovenia,76
187659,D. Tarasov,Dmitriy Tarasov,Lokomotiv Moscow,Russian Premier League,Russia,76
213516,Ricardo Horta,Ricardo Jorge da Luz Horta,SC Braga,Portuguese Primeira Liga,Portugal,76
160012,C. Davilo,Christopher Davilo,Universidad Católica,Chilean Primera División,Chile,76
160013,R. Ahumera,Ruben Ahumera,CD O'Higgins,Chilean Primera División,Chile,76
189709,Alcalá,Pedro Alcalá Guirado,Girona CF,Spanish Primera División,Spain,76
200206,Alan Patrick,Alan Patrick Lourenço,Shakhtar Donetsk,Ukrainian Premier League,Brazil,76
229391,Palhinha,João Maria Palhinha Gonçalves,Sporting CP,Portuguese Primeira Liga,Portugal,76
216336,Y. Lodygin,Yuriy Lodygin,Zenit St. Petersburg,Russian Premier League,Russia,76
177937,Chico Flores,José Manuel Flores Moreno,Granada CF,Spanish Segunda División,Spain,76
229906,L. Bailey,Leon Bailey,Bayer 04 Leverkusen,German Bundesliga,Jamaica,76
45842,J. Olsson,Jonas Olsson,Djurgårdens IF,Swedish Allsvenskan,Sweden,76
52498,M. Lehmann,Matthias Lehmann,1. FC Köln,German Bundesliga,Germany,76
204307,J. Korb,Julian Korb,Hannover 96,German Bundesliga,Germany,76
195859,D. Ings,Danny Ings,Liverpool,English Premier League,England,76
200469,L. Rupp,Lukas Rupp,TSG 1899 Hoffenheim,German Bundesliga,Germany,76
207894,T. Strobl,Tobias Strobl,Borussia Mönchengladbach,German Bundesliga,Germany,76
236311,M. Rog,Marko Rog,Napoli,Italian Serie A,Croatia,76
214040,F. Fabra,Frank Fabra,Boca Juniors,Argentinian Superliga,Colombia,76
192537,M. Lestienne,Maxime Lestienne,Rubin Kazan,Russian Premier League,Belgium,76
186650,M. Alustiza,Matías Alustiza,Club Atlas,Mexican Liga MX,Argentina,76
210972,Manquillo,Javier Manquillo Gaitán,Newcastle United,English Premier League,Spain,76
183580,N. Petersen,Nils Petersen,SC Freiburg,German Bundesliga,Germany,76
148253,R. Yanbaev,Renat Yanbaev,FC Krasnodar,Russian Premier League,Russia,76
215069,R. Rey,Rodrigo Rey,PAOK Thessaloniki,Greek Super League,Argentina,76
189725,T. Cleverley,Tom Cleverley,Watford,English Premier League,England,76
138782,D. Fletcher,Darren Fletcher,Stoke City,English Premier League,Scotland,76
226592,J. Jankto,Jakub Jankto,Udinese,Italian Serie A,Czech Republic,76
205601,C. Atsu,Christian Atsu,Newcastle United,English Premier League,Ghana,76
160033,A. Dembal,Arturo Dembal,Universidad Católica,Chilean Primera División,Chile,76
195361,Javi López,Javier López Rodríguez,RCD Espanyol,Spanish Primera División,Spain,76
179746,S. Vokes,Sam Vokes,Burnley,English Premier League,Wales,76
185122,P. Gulácsi,Péter Gulácsi,RB Leipzig,German Bundesliga,Hungary,76
187939,A. Chahechouhe,Aatif Chahechouhe,Fenerbahçe SK,Turkish Süper Lig,Morocco,76
190756,Xandão,Alexandre Luiz Reame,Real Sporting de Gijón,Spanish Segunda División,Brazil,76
178213,E. Capoue,Etienne Capoue,Watford,English Premier League,France,76
223273,M. Pašalić,Mario Pašalić,Spartak Moscow,Russian Premier League,Croatia,76
184873,I. Traoré,Ismaël Traoré,Angers SCO,French Ligue 1,Ivory Coast,76
189225,B. Fornaroli,Bruno Fornaroli,Melbourne City,Australian A-League,Uruguay,76
224811,I. Ordets,Ivan Ordets,Shakhtar Donetsk,Ukrainian Premier League,Ukraine,76
189484,D. Santon,Davide Santon,Inter,Italian Serie A,Italy,76
205869,Jairo,Jairo Samperio Bustara,1. FSV Mainz 05,German Bundesliga,Spain,76
174381,C. Riveros,Cristian Riveros,,,Paraguay,76
190765,P. Groß,Pascal Groß,Brighton & Hove Albion,English Premier League,Germany,76
137262,S. Kießling,Stefan Kießling,Bayer 04 Leverkusen,German Bundesliga,Germany,76
138798,G. Lux,Germán Lux,River Plate,Argentinian Superliga,Argentina,76
196142,M. Torres,Macnelly Torres,Atletico Nacional Medellin,Colombian Primera A,Colombia,76
152879,M. Noble,Mark Noble,West Ham United,English Premier League,England,76
221743,Hélder Costa,Hélder Wander Sousa Azevedo Costa,Wolverhampton Wanderers,English Championship,Portugal,76
210736,Emerson,Emerson Palmieri dos Santos,Roma,Italian Serie A,Italy,76
186672,G. Cameron,Geoff Cameron,Stoke City,English Premier League,United States,76
197937,P. Djilobodji,Papy Djilobodji,Dijon FCO,French Ligue 1,Senegal,76
139313,C. Fuchs,Christian Fuchs,Leicester City,English Premier League,Austria,76
227633,B. Ramselaar,Bart Ramselaar,PSV,Holland Eredivisie,Netherlands,76
183346,F. Frei,Fabian Frei,1. FSV Mainz 05,German Bundesliga,Switzerland,76
160051,A. Candales,Alonso Candales,Universidad de Chile,Chilean Primera División,Chile,76
196147,G. Moreno,Giovanni Moreno,,,Colombia,76
207412,Renan Bressan,Renan Bardini Bressan,Grupo Desportivo de Chaves,Portuguese Primeira Liga,Belarus,76
166708,A. Kasaev,Alan Kasaev,Lokomotiv Moscow,Russian Premier League,Russia,76
208949,N. Al Abed,Nawaf Al Abed,Al Hilal,Saudi Professional League,Saudi Arabia,76
230453,David Seijalbo,David Jefferson Seijalbo Vaz,Santos Futebol Clube,Campeonato Brasileiro Série A,Brazil,76
160310,Jesús Gámez,Jesús Gámez Duarte,Newcastle United,English Premier League,Spain,76
212023,R. Berić,Robert Berić,RSC Anderlecht,Belgian First Division A,Slovenia,76
139064,L. Ponzio,Leonardo Ponzio,River Plate,Argentinian Superliga,Argentina,76
181560,M. Yanga-M'Biwa,Mapou Yanga-M'Biwa,Olympique Lyonnais,French Ligue 1,France,76
190520,T. Jantschke,Tony Jantschke,Borussia Mönchengladbach,German Bundesliga,Germany,76
199737,Wilson Eduardo,Wilson Bruno Naval Costa Eduardo,SC Braga,Portuguese Primeira Liga,Portugal,76
